equipment_unit_id,equipment_id,serial_number,purchase_date,last_maintenance,condition
1326,10,DE-LT-10-001326,2022-08-23,2026-05-12,fair
1327,10,DE-LT-10-001327,2017-09-23,2026-04-15,fair
1328,10,DE-LT-10-001328,2019-04-26,2026-05-19,good
1329,10,DE-LT-10-001329,2017-07-20,2025-12-18,fair
1330,10,DE-LT-10-001330,2019-07-10,2026-04-10,poor
1331,10,DE-LT-10-001331,2023-11-09,2026-03-23,good
1332,10,DE-LT-10-001332,2019-11-12,2026-01-07,poor
1333,10,DE-LT-10-001333,2026-03-03,2026-03-15,good
1334,10,DE-LT-10-001334,2018-03-24,2025-11-07,good
1335,10,DE-LT-10-001335,2021-11-07,2026-01-19,fair
1336,10,DE-LT-10-001336,2019-03-28,2026-03-08,good
1337,10,DE-LT-10-001337,2017-09-22,2026-04-10,fair
1338,10,DE-LT-10-001338,2019-01-18,2025-11-21,good
1339,10,DE-LT-10-001339,2023-05-11,2026-04-18,fair
1340,10,DE-LT-10-001340,2019-03-30,2025-11-09,fair
1341,10,DE-LT-10-001341,2018-09-26,2026-04-17,fair
1342,10,DE-LT-10-001342,2018-05-26,2026-04-07,good
1343,10,DE-LT-10-001343,2018-02-21,2025-10-25,good
1344,10,DE-LT-10-001344,2019-07-20,2025-11-18,good
1345,10,DE-LT-10-001345,2017-11-01,2026-02-04,fair
1346,10,DE-LT-10-001346,2019-10-17,2026-04-16,fair
1347,10,DE-LT-10-001347,2018-08-15,2026-03-05,good
1348,10,DE-LT-10-001348,2020-02-27,2025-11-28,good
1349,10,DE-LT-10-001349,2019-08-18,2026-02-22,good
1350,10,DE-LT-10-001350,2018-10-22,2026-04-28,fair
1351,10,DE-LT-10-001351,2025-07-16,2026-05-21,fair
1352,10,DE-LT-10-001352,2017-10-12,2025-12-05,poor
1353,10,DE-LT-10-001353,2019-10-13,2025-11-09,fair
1354,10,DE-LT-10-001354,2019-11-22,2026-04-24,good
1355,10,DE-LT-10-001355,2017-11-18,2025-12-28,fair
1356,10,DE-LT-10-001356,2025-02-12,2026-05-14,fair
1357,10,DE-LT-10-001357,2019-10-07,2025-12-28,good
1358,10,DE-LT-10-001358,2021-10-04,2026-02-16,fair
1359,10,DE-LT-10-001359,2018-11-01,2026-05-18,good
1360,10,DE-LT-10-001360,2018-06-02,2026-05-14,good
1361,10,DE-LT-10-001361,2024-03-13,2026-01-13,good
1362,10,DE-LT-10-001362,2021-11-12,2026-04-10,good
1363,10,DE-LT-10-001363,2021-02-06,2026-01-02,good
1364,10,DE-LT-10-001364,2018-08-27,2025-11-20,good
1365,10,DE-LT-10-001365,2019-06-19,2026-01-15,good
1366,10,DE-LT-10-001366,2022-09-14,2026-03-18,good
1367,10,DE-LT-10-001367,2018-02-22,2026-01-16,good
1368,10,DE-LT-10-001368,2019-10-06,2025-11-25,fair
1369,11,SE-LT-11-001369,2023-03-12,2026-04-04,fair
1370,11,SE-LT-11-001370,2018-05-04,2025-11-16,poor
1371,11,SE-LT-11-001371,2024-06-28,2026-01-26,good
1372,11,SE-LT-11-001372,2018-01-14,2025-12-27,fair
1373,11,SE-LT-11-001373,2022-04-01,2025-11-10,poor
1374,11,SE-LT-11-001374,2024-09-07,2026-03-07,fair
1375,11,SE-LT-11-001375,2017-12-20,2026-05-18,fair
1376,11,SE-LT-11-001376,2018-01-11,2026-03-02,good
1377,11,SE-LT-11-001377,2018-06-30,2026-02-25,fair
1378,11,SE-LT-11-001378,2019-03-11,2026-05-06,fair
1379,11,SE-LT-11-001379,2018-09-09,2026-03-01,good
1380,11,SE-LT-11-001380,2017-10-05,2026-03-11,good
1381,11,SE-LT-11-001381,2019-07-05,2026-01-21,good
1382,11,SE-LT-11-001382,2025-06-10,2026-01-03,good
1383,11,SE-LT-11-001383,2018-07-13,2025-11-08,good
1384,11,SE-LT-11-001384,2026-03-11,2026-04-21,good
1385,11,SE-LT-11-001385,2019-06-02,2026-04-19,good
1386,11,SE-LT-11-001386,2017-07-11,2026-04-02,good
1387,11,SE-LT-11-001387,2017-05-30,2025-10-25,good
1388,11,SE-LT-11-001388,2024-12-23,2025-11-12,fair
1389,11,SE-LT-11-001389,2017-05-27,2026-03-20,good
1390,11,SE-LT-11-001390,2017-06-25,2026-02-06,good
1391,11,SE-LT-11-001391,2018-05-22,2025-10-27,good
1392,11,SE-LT-11-001392,2018-05-15,2026-03-04,poor
1393,11,SE-LT-11-001393,2021-12-11,2025-11-18,good
1394,11,SE-LT-11-001394,2018-03-12,2026-01-27,good
1395,11,SE-LT-11-001395,2018-10-06,2026-03-19,good
1396,11,SE-LT-11-001396,2020-10-19,2026-04-24,good
1397,11,SE-LT-11-001397,2025-06-27,2025-11-29,good
1398,11,SE-LT-11-001398,2019-04-20,2026-01-31,fair
1399,11,SE-LT-11-001399,2018-06-06,2025-12-14,good
1400,11,SE-LT-11-001400,2019-05-06,2026-02-08,fair
1401,11,SE-LT-11-001401,2018-04-18,2025-10-30,fair
1402,11,SE-LT-11-001402,2017-10-22,2026-01-13,good
1403,11,SE-LT-11-001403,2019-05-20,2026-05-30,good
1404,11,SE-LT-11-001404,2017-10-17,2026-01-10,good
1405,11,FI-LT-11-001405,2018-08-16,2025-12-30,fair
1406,11,FI-LT-11-001406,2018-05-29,2026-04-01,good
1407,11,FI-LT-11-001407,2017-10-20,2026-02-27,good
1408,11,FI-LT-11-001408,2019-05-03,2026-05-05,good
1409,11,FI-LT-11-001409,2023-09-12,2026-02-22,fair
1410,11,FI-LT-11-001410,2018-10-08,2026-01-27,fair
1411,11,FI-LT-11-001411,2023-04-14,2026-04-29,poor
1412,11,FI-LT-11-001412,2019-11-23,2025-12-04,good
1413,11,FI-LT-11-001413,2019-02-15,2026-02-04,poor
1414,11,FI-LT-11-001414,2018-10-20,2025-12-22,fair
1415,11,FI-LT-11-001415,2019-03-07,2026-01-03,good
1416,11,FI-LT-11-001416,2022-12-23,2025-11-17,good
1417,11,FI-LT-11-001417,2017-12-11,2026-01-10,fair
1418,11,FI-LT-11-001418,2017-09-08,2026-02-04,poor
1419,11,FI-LT-11-001419,2020-04-06,2026-02-15,fair
1420,11,FI-LT-11-001420,2018-08-16,2025-12-04,good
1421,11,FI-LT-11-001421,2018-12-18,2026-01-03,good
1422,11,FI-LT-11-001422,2017-10-02,2026-05-14,poor
1423,11,FI-LT-11-001423,2019-12-02,2026-03-20,good
1424,11,FI-LT-11-001424,2018-03-27,2026-03-09,good
1425,11,FI-LT-11-001425,2018-09-05,2025-12-27,fair
1426,11,FI-LT-11-001426,2018-07-23,2026-02-21,good
1427,11,FI-LT-11-001427,2020-11-30,2026-05-11,good
1428,11,FI-LT-11-001428,2023-05-24,2026-03-07,good
1429,11,FI-LT-11-001429,2018-07-14,2025-12-26,good
1430,11,FI-LT-11-001430,2019-09-20,2026-02-20,fair
1431,11,FI-LT-11-001431,2020-04-15,2025-12-27,good
1432,11,FI-LT-11-001432,2018-01-27,2026-01-29,good
1433,11,FI-LT-11-001433,2018-05-19,2025-11-22,poor
1434,11,FI-LT-11-001434,2018-02-04,2026-05-22,fair
1435,11,FI-LT-11-001435,2017-09-29,2026-04-06,good
1436,11,FI-LT-11-001436,2025-04-05,2026-03-27,good
1437,11,FI-LT-11-001437,2018-03-19,2025-11-28,fair
1438,11,FI-LT-11-001438,2020-09-05,2026-03-30,good
1439,11,FI-LT-11-001439,2025-05-30,2026-02-26,good
1440,11,FI-LT-11-001440,2018-04-02,2025-12-12,good
1441,11,DE-LT-11-001441,2019-04-23,2026-04-15,good
1442,11,DE-LT-11-001442,2023-04-22,2026-04-02,good
1443,11,DE-LT-11-001443,2019-08-31,2025-11-15,good
1444,11,DE-LT-11-001444,2018-07-15,2026-04-11,good
1445,11,DE-LT-11-001445,2019-01-30,2025-11-30,good
1446,11,DE-LT-11-001446,2017-10-11,2026-02-11,good
1447,11,DE-LT-11-001447,2018-09-23,2026-04-29,fair
1448,11,DE-LT-11-001448,2018-12-05,2025-11-08,good
1449,11,DE-LT-11-001449,2018-09-08,2026-04-26,good
1450,11,DE-LT-11-001450,2019-09-26,2026-03-18,good
1451,11,DE-LT-11-001451,2022-02-22,2026-01-06,good
1452,11,DE-LT-11-001452,2017-07-11,2026-05-04,fair
1453,11,DE-LT-11-001453,2019-01-23,2026-02-21,good
1454,11,DE-LT-11-001454,2019-11-26,2025-12-01,good
1455,11,DE-LT-11-001455,2019-01-22,2025-11-22,fair
1456,11,DE-LT-11-001456,2018-06-20,2026-04-04,good
1457,11,DE-LT-11-001457,2017-11-13,2025-12-11,good
1458,11,DE-LT-11-001458,2019-03-16,2026-03-23,fair
1459,11,DE-LT-11-001459,2018-08-26,2026-03-04,good
1460,11,DE-LT-11-001460,2025-11-08,2026-02-18,good
1461,11,DE-LT-11-001461,2017-06-27,2026-05-30,fair
1462,11,DE-LT-11-001462,2025-02-28,2026-02-27,good
1463,11,DE-LT-11-001463,2023-01-27,2026-02-08,good
1464,11,DE-LT-11-001464,2019-01-05,2025-12-01,good
1465,11,DE-LT-11-001465,2018-01-26,2026-04-05,fair
1466,11,DE-LT-11-001466,2019-11-26,2026-01-05,good
1467,11,DE-LT-11-001467,2019-04-25,2025-10-25,fair
1468,11,DE-LT-11-001468,2018-01-30,2025-12-10,good
1469,11,DE-LT-11-001469,2025-06-28,2026-01-14,good
1470,11,DE-LT-11-001470,2019-05-04,2026-05-26,poor
1471,11,DE-LT-11-001471,2018-01-29,2026-01-22,good
1472,11,DE-LT-11-001472,2019-02-20,2026-01-06,poor
1473,11,DE-LT-11-001473,2023-06-16,2026-01-07,poor
1474,11,DE-LT-11-001474,2025-01-26,2026-02-27,good
1475,11,DE-LT-11-001475,2023-03-12,2025-11-08,good
1476,11,DE-LT-11-001476,2017-10-15,2025-12-30,poor
1477,12,SE-LT-12-001477,2017-08-27,2026-02-24,good
1478,12,SE-LT-12-001478,2018-04-09,2026-04-09,fair
1479,12,SE-LT-12-001479,2021-01-08,2026-04-29,good
1480,12,SE-LT-12-001480,2019-11-06,2026-04-23,good
1481,12,SE-LT-12-001481,2023-04-27,2026-01-29,good
1482,12,SE-LT-12-001482,2019-11-14,2026-05-16,fair
1483,12,SE-LT-12-001483,2017-11-16,2026-01-09,good
1484,12,SE-LT-12-001484,2018-07-11,2026-05-17,good
1485,12,SE-LT-12-001485,2019-11-29,2025-12-02,poor
1486,12,SE-LT-12-001486,2025-12-07,2026-03-12,fair
1487,12,SE-LT-12-001487,2023-04-25,2025-12-09,good
1488,12,SE-LT-12-001488,2026-01-11,2026-05-27,good
1489,12,SE-LT-12-001489,2018-02-21,2026-03-01,fair
1490,12,SE-LT-12-001490,2018-10-28,2026-01-24,good
1491,12,SE-LT-12-001491,2019-11-17,2026-01-26,fair
1492,12,SE-LT-12-001492,2025-08-29,2026-04-20,good
1493,12,SE-LT-12-001493,2017-11-04,2026-03-11,good
1494,12,SE-LT-12-001494,2019-04-12,2025-10-29,poor
1495,12,SE-LT-12-001495,2018-12-10,2026-02-17,good
1496,12,SE-LT-12-001496,2019-02-17,2026-01-10,good
1497,12,SE-LT-12-001497,2017-10-09,2026-03-14,good
1498,12,SE-LT-12-001498,2019-09-02,2026-04-21,good
1499,12,SE-LT-12-001499,2019-03-30,2025-11-12,good
1500,12,SE-LT-12-001500,2020-07-02,2025-12-16,good
1501,12,SE-LT-12-001501,2018-12-29,2026-04-12,good
1502,12,SE-LT-12-001502,2019-11-22,2025-12-20,poor
1503,12,SE-LT-12-001503,2018-04-18,2025-11-20,fair
1504,12,SE-LT-12-001504,2025-01-17,2025-12-20,fair
1505,12,SE-LT-12-001505,2022-12-18,2026-05-28,poor
1506,12,SE-LT-12-001506,2024-02-20,2026-04-26,good
1507,12,SE-LT-12-001507,2018-08-17,2026-01-22,good
1508,12,SE-LT-12-001508,2018-10-23,2026-02-09,good
1509,12,SE-LT-12-001509,2021-07-26,2025-11-18,good
1510,12,SE-LT-12-001510,2017-06-23,2026-04-28,good
1511,12,SE-LT-12-001511,2017-12-15,2025-11-05,good
1512,12,SE-LT-12-001512,2024-06-19,2025-11-03,good
1513,12,SE-LT-12-001513,2019-05-26,2026-02-13,fair
1514,12,SE-LT-12-001514,2020-05-03,2026-05-03,good
1515,12,SE-LT-12-001515,2017-10-25,2026-03-29,good
1516,12,SE-LT-12-001516,2019-06-13,2026-01-01,poor
1517,12,FI-LT-12-001517,2019-06-06,2026-03-17,fair
1518,12,FI-LT-12-001518,2018-10-03,2025-10-27,good
1519,12,FI-LT-12-001519,2022-03-28,2026-01-04,good
1520,12,FI-LT-12-001520,2018-08-14,2025-12-03,good
1521,12,FI-LT-12-001521,2018-05-02,2026-03-25,good
1522,12,FI-LT-12-001522,2017-06-10,2025-10-29,fair
1523,12,FI-LT-12-001523,2018-05-11,2026-01-25,good
1524,12,FI-LT-12-001524,2018-09-18,2025-12-21,good
1525,12,FI-LT-12-001525,2024-04-18,2026-02-07,good
1526,12,FI-LT-12-001526,2019-07-30,2026-03-03,good
1527,12,FI-LT-12-001527,2019-02-21,2026-05-25,good
1528,12,FI-LT-12-001528,2019-01-24,2026-02-17,good
1529,12,FI-LT-12-001529,2017-12-11,2025-10-26,good
1530,12,FI-LT-12-001530,2018-06-01,2026-04-11,good
1531,12,FI-LT-12-001531,2019-04-13,2026-05-10,poor
1532,12,FI-LT-12-001532,2019-01-25,2026-03-12,good
1533,12,FI-LT-12-001533,2018-02-13,2026-02-09,good
1534,12,FI-LT-12-001534,2018-05-04,2025-10-25,fair
1535,12,FI-LT-12-001535,2018-10-19,2026-04-23,good
1536,12,FI-LT-12-001536,2023-07-09,2026-04-27,fair
1537,12,FI-LT-12-001537,2018-10-10,2026-01-20,good
1538,12,FI-LT-12-001538,2023-05-22,2026-02-01,good
1539,12,FI-LT-12-001539,2018-09-11,2025-11-23,good
1540,12,FI-LT-12-001540,2021-10-11,2026-02-01,good
1541,12,FI-LT-12-001541,2019-01-01,2026-05-19,good
1542,12,FI-LT-12-001542,2019-11-14,2026-03-31,poor
1543,12,FI-LT-12-001543,2019-01-10,2026-01-15,good
1544,12,FI-LT-12-001544,2024-07-01,2026-03-01,good
1545,12,FI-LT-12-001545,2018-04-20,2025-12-14,fair
1546,12,FI-LT-12-001546,2018-08-05,2025-12-02,good
1547,12,FI-LT-12-001547,2024-08-25,2026-03-13,good
1548,12,FI-LT-12-001548,2019-08-27,2026-05-24,good
1549,12,FI-LT-12-001549,2019-06-15,2026-02-12,good
1550,12,FI-LT-12-001550,2025-03-13,2026-04-19,fair
1551,12,FI-LT-12-001551,2021-08-09,2025-12-26,good
1552,12,FI-LT-12-001552,2025-03-07,2026-01-03,fair
1553,12,FI-LT-12-001553,2024-05-11,2026-04-23,good
1554,12,FI-LT-12-001554,2018-08-06,2025-10-30,good
1555,12,FI-LT-12-001555,2018-10-08,2026-03-02,fair
1556,12,FI-LT-12-001556,2017-07-07,2026-01-14,good
1557,12,DE-LT-12-001557,2024-07-14,2026-01-11,good
1558,12,DE-LT-12-001558,2017-08-24,2025-11-23,good
1559,12,DE-LT-12-001559,2019-09-06,2025-10-30,good
1560,12,DE-LT-12-001560,2017-11-20,2025-12-14,good
1561,12,DE-LT-12-001561,2022-12-17,2025-11-03,fair
1562,12,DE-LT-12-001562,2025-12-10,2026-05-27,good
1563,12,DE-LT-12-001563,2025-11-27,2025-12-25,good
1564,12,DE-LT-12-001564,2018-03-28,2026-01-15,good
1565,12,DE-LT-12-001565,2018-04-24,2025-12-20,fair
1566,12,DE-LT-12-001566,2017-06-24,2026-03-07,fair
1567,12,DE-LT-12-001567,2018-08-28,2025-11-22,good
1568,12,DE-LT-12-001568,2024-05-01,2026-05-15,good
1569,12,DE-LT-12-001569,2018-01-01,2026-02-01,fair
1570,12,DE-LT-12-001570,2019-11-14,2026-05-22,good
1571,12,DE-LT-12-001571,2025-02-21,2025-11-19,good
1572,12,DE-LT-12-001572,2018-01-11,2025-12-15,good
1573,12,DE-LT-12-001573,2018-03-10,2025-12-12,good
1574,12,DE-LT-12-001574,2019-03-15,2026-03-09,good
1575,12,DE-LT-12-001575,2019-03-28,2026-01-21,poor
1576,12,DE-LT-12-001576,2019-02-19,2025-12-18,good
1577,12,DE-LT-12-001577,2019-03-21,2025-12-18,poor
1578,12,DE-LT-12-001578,2018-02-05,2026-04-18,poor
1579,12,DE-LT-12-001579,2018-05-02,2026-02-14,good
1580,12,DE-LT-12-001580,2019-11-02,2025-12-25,good
1581,12,DE-LT-12-001581,2018-09-26,2026-03-27,good
1582,12,DE-LT-12-001582,2018-06-19,2026-01-07,poor
1583,12,DE-LT-12-001583,2019-06-30,2026-02-24,good
1584,12,DE-LT-12-001584,2018-11-19,2026-04-12,good
1585,12,DE-LT-12-001585,2021-10-13,2025-12-14,good
1586,12,DE-LT-12-001586,2019-01-14,2026-02-28,good
1587,12,DE-LT-12-001587,2019-03-08,2026-04-29,good
1588,12,DE-LT-12-001588,2021-09-14,2025-12-26,good
1589,12,DE-LT-12-001589,2018-05-24,2026-05-06,good
1590,12,DE-LT-12-001590,2018-09-11,2025-12-23,good
1591,12,DE-LT-12-001591,2026-01-14,2026-01-22,fair
1592,12,DE-LT-12-001592,2019-06-01,2025-12-15,fair
1593,12,DE-LT-12-001593,2017-06-22,2026-04-03,fair
1594,12,DE-LT-12-001594,2017-11-02,2025-12-22,fair
1595,12,DE-LT-12-001595,2018-10-25,2025-11-18,good
1596,12,DE-LT-12-001596,2019-04-21,2026-05-15,poor
1597,13,SE-LT-13-001597,2017-07-18,2026-04-18,good
1598,13,SE-LT-13-001598,2019-09-18,2026-01-09,good
1599,13,SE-LT-13-001599,2019-04-15,2026-01-05,fair
1600,13,SE-LT-13-001600,2025-06-10,2025-11-28,fair
1601,13,SE-LT-13-001601,2022-01-07,2026-05-25,poor
1602,13,SE-LT-13-001602,2019-07-09,2025-11-19,fair
1603,13,SE-LT-13-001603,2021-07-29,2025-12-06,good
1604,13,SE-LT-13-001604,2025-10-24,2026-03-29,good
1605,13,SE-LT-13-001605,2018-07-30,2025-11-06,poor
1606,13,SE-LT-13-001606,2017-11-17,2025-10-30,fair
1607,13,SE-LT-13-001607,2017-07-15,2025-10-27,good
1608,13,SE-LT-13-001608,2021-05-12,2026-05-19,good
1609,13,SE-LT-13-001609,2021-02-19,2025-11-14,good
1610,13,SE-LT-13-001610,2018-08-07,2026-05-16,good
1611,13,SE-LT-13-001611,2020-03-27,2025-11-03,fair
1612,13,SE-LT-13-001612,2019-01-29,2026-05-15,good
1613,13,FI-LT-13-001613,2018-03-04,2026-01-07,good
1614,13,FI-LT-13-001614,2018-11-10,2026-04-27,fair
1615,13,FI-LT-13-001615,2017-08-15,2026-03-06,good
1616,13,FI-LT-13-001616,2025-03-28,2025-12-25,good
1617,13,FI-LT-13-001617,2020-05-24,2026-03-26,fair
1618,13,FI-LT-13-001618,2017-07-26,2026-03-04,good
1619,13,FI-LT-13-001619,2020-08-22,2025-11-28,fair
1620,13,FI-LT-13-001620,2019-08-10,2025-12-16,good
1621,13,FI-LT-13-001621,2022-11-04,2025-12-19,good
1622,13,FI-LT-13-001622,2019-10-04,2026-02-21,fair
1623,13,FI-LT-13-001623,2021-10-21,2026-02-07,good
1624,13,FI-LT-13-001624,2019-02-17,2026-02-11,good
1625,13,FI-LT-13-001625,2017-07-12,2026-03-09,fair
1626,13,FI-LT-13-001626,2020-07-26,2026-02-27,poor
1627,13,FI-LT-13-001627,2019-08-15,2025-10-27,good
1628,13,FI-LT-13-001628,2025-06-04,2026-05-30,fair
1629,13,DE-LT-13-001629,2019-11-14,2026-05-13,good
1630,13,DE-LT-13-001630,2024-04-10,2026-03-26,good
1631,13,DE-LT-13-001631,2019-06-07,2025-12-12,good
1632,13,DE-LT-13-001632,2019-11-05,2025-12-24,good
1633,13,DE-LT-13-001633,2018-11-27,2025-10-28,good
1634,13,DE-LT-13-001634,2019-08-24,2026-01-26,fair
1635,13,DE-LT-13-001635,2022-04-20,2025-11-17,fair
1636,13,DE-LT-13-001636,2019-10-29,2026-02-19,good
1637,13,DE-LT-13-001637,2024-03-28,2025-11-12,good
1638,13,DE-LT-13-001638,2018-06-02,2026-03-20,good
1639,13,DE-LT-13-001639,2018-10-05,2025-12-30,good
1640,13,DE-LT-13-001640,2021-04-18,2026-04-06,good
1641,13,DE-LT-13-001641,2019-08-14,2026-01-06,fair
1642,13,DE-LT-13-001642,2017-10-26,2026-02-15,good
1643,13,DE-LT-13-001643,2017-06-12,2026-05-02,good
1644,13,DE-LT-13-001644,2018-08-13,2026-05-03,good
1645,14,SE-LT-14-001645,2018-10-23,2026-03-21,good
1646,14,SE-LT-14-001646,2019-05-17,2025-11-30,good
1647,14,SE-LT-14-001647,2019-06-14,2025-11-07,good
1648,14,SE-LT-14-001648,2018-06-28,2025-11-13,good
1649,14,SE-LT-14-001649,2017-11-11,2026-02-26,good
1650,14,SE-LT-14-001650,2019-08-15,2026-03-14,poor
1651,14,SE-LT-14-001651,2018-10-01,2026-01-13,good
1652,14,SE-LT-14-001652,2017-07-31,2026-05-23,good
1653,14,SE-LT-14-001653,2019-07-07,2025-12-19,fair
1654,14,SE-LT-14-001654,2019-05-31,2026-01-11,good
1655,14,SE-LT-14-001655,2019-01-25,2025-12-01,fair
1656,14,SE-LT-14-001656,2026-01-22,2026-02-15,fair
1657,14,FI-LT-14-001657,2018-08-08,2026-05-13,fair
1658,14,FI-LT-14-001658,2024-05-20,2025-12-23,good
1659,14,FI-LT-14-001659,2025-03-27,2026-03-05,good
1660,14,FI-LT-14-001660,2019-08-31,2026-01-22,good
1661,14,FI-LT-14-001661,2022-01-04,2026-02-08,good
1662,14,FI-LT-14-001662,2018-11-15,2026-05-04,fair
1663,14,FI-LT-14-001663,2019-04-23,2026-04-30,fair
1664,14,FI-LT-14-001664,2022-01-13,2026-01-31,good
1665,14,FI-LT-14-001665,2019-10-03,2026-02-07,good
1666,14,FI-LT-14-001666,2023-12-20,2026-03-30,fair
1667,14,FI-LT-14-001667,2019-05-07,2026-02-23,good
1668,14,FI-LT-14-001668,2018-04-07,2026-05-25,good
1669,14,DE-LT-14-001669,2018-10-12,2025-12-03,good
1670,14,DE-LT-14-001670,2019-03-15,2026-04-16,good
1671,14,DE-LT-14-001671,2023-03-17,2026-02-08,good
1672,14,DE-LT-14-001672,2022-03-19,2026-04-26,fair
1673,14,DE-LT-14-001673,2019-11-21,2026-05-07,good
1674,14,DE-LT-14-001674,2019-02-03,2026-01-19,good
1675,14,DE-LT-14-001675,2018-04-08,2026-04-07,good
1676,14,DE-LT-14-001676,2017-07-04,2025-11-27,good
1677,14,DE-LT-14-001677,2019-09-08,2025-11-27,good
1678,14,DE-LT-14-001678,2018-10-02,2026-05-10,good
1679,14,DE-LT-14-001679,2022-01-19,2026-02-22,good
1680,14,DE-LT-14-001680,2019-04-16,2026-03-21,poor
